  *WEL.ASC - RUE                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation       : 13.10.2015 11:30 Uhr
   Wellenausgabe - Verzweigung: RUE             
  
   Datum   Zeit    Qtr_zu    Qzu    Qtr_ab1    Qab1   Qtr_ab2    Qab2    CSzu(3)   CSab1(3)   CSab2(3)
     -      -      cbm/s    cbm/s    cbm/s    cbm/s    cbm/s    cbm/s      mg/l       mg/l       mg/l
 19700624 19:00    0.023    0.023    0.023    0.023    0.000    0.000   1013.836   1013.836   1013.836       F T
 19700624 19:05    0.023    0.023    0.023    0.023    0.000    0.000   1015.383   1015.383   1015.383       F T
 19700624 19:10    0.023    0.023    0.023    0.023    0.000    0.000   1015.820   1015.820   1015.820       F T
 19700624 19:15    0.023    0.023    0.023    0.023    0.000    0.000   1016.133   1016.133   1016.133       F T
 19700624 19:20    0.023    0.023    0.023    0.023    0.000    0.000   1016.376   1016.376   1016.376       F T
 19700624 19:25    0.023    0.023    0.023    0.023    0.000    0.000   1016.493   1016.493   1016.493       F T
 19700624 19:30    0.023    0.023    0.023    0.023    0.000    0.000   1016.530   1016.530   1016.530       F T
 19700624 19:35    0.023    0.023    0.023    0.023    0.000    0.000   1016.537   1016.537   1016.537       F T
 19700624 19:40    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700624 19:45    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700624 19:50    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700624 19:55    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700624 20:00    0.021    0.021    0.021    0.021    0.000    0.000   1011.182   1011.182   1011.182       F T
 19700624 20:05    0.021    0.021    0.021    0.021    0.000    0.000   1009.487   1009.487   1009.487       F T
 19700624 20:10    0.021    0.021    0.021    0.021    0.000    0.000   1008.824   1008.824   1008.824       F T
 19700624 20:15    0.021    0.021    0.021    0.021    0.000    0.000   1008.227   1008.227   1008.227       F T
 19700624 20:20    0.021    0.021    0.021    0.021    0.000    0.000   1007.551   1007.551   1007.551       F T
 19700624 20:25    0.021    0.021    0.021    0.021    0.000    0.000   1007.157   1007.157   1007.157       F T
 19700624 20:30    0.021    0.021    0.021    0.021    0.000    0.000   1007.025   1007.025   1007.025       F T
 19700624 20:35    0.021    0.021    0.021    0.021    0.000    0.000   1006.996   1006.996   1006.996       F T
 19700624 20:40    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700624 20:45    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700624 20:50    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700624 20:55    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700624 21:00    0.019    0.019    0.019    0.019    0.000    0.000   1000.399   1000.399   1000.399       F T
 19700624 21:05    0.018    0.018    0.018    0.018    0.000    0.000    998.207    998.207    998.207       F T
 19700624 21:10    0.018    0.018    0.018    0.018    0.000    0.000    997.318    997.318    997.318       F T
 19700624 21:15    0.018    0.018    0.018    0.018    0.000    0.000    996.713    996.713    996.713       F T
 19700624 21:20    0.018    0.018    0.018    0.018    0.000    0.000    995.829    995.829    995.829       F T
 19700624 21:25    0.018    0.018    0.018    0.018    0.000    0.000    995.242    995.242    995.242       F T
 19700624 21:30    0.018    0.018    0.018    0.018    0.000    0.000    995.032    995.032    995.032       F T
 19700624 21:35    0.018    0.018    0.018    0.018    0.000    0.000    994.984    994.984    994.984       F T
 19700624 21:40    0.018    0.018    0.018    0.018    0.000    0.000    994.976    994.976    994.976       F T
 19700624 21:45    0.018    0.018    0.018    0.018    0.000    0.000    994.975    994.975    994.975       F T
 19700624 21:50    0.018    0.018    0.018    0.018    0.000    0.000    994.975    994.975    994.975       F T
 19700624 21:55    0.018    0.018    0.018    0.018    0.000    0.000    994.975    994.975    994.975       F T
 19700624 22:00    0.017    0.017    0.017    0.017    0.000    0.000    990.976    990.976    990.976       F T
 19700624 22:05    0.017    0.017    0.017    0.017    0.000    0.000    989.654    989.654    989.654       F T
 19700624 22:10    0.017    0.017    0.017    0.017    0.000    0.000    989.118    989.118    989.118       F T
 19700624 22:15    0.017    0.017    0.017    0.017    0.000    0.000    988.804    988.804    988.804       F T
 19700624 22:20    0.017    0.017    0.017    0.017    0.000    0.000    988.281    988.281    988.281       F T
 19700624 22:25    0.017    0.017    0.017    0.017    0.000    0.000    987.905    987.905    987.905       F T
 19700624 22:30    0.017    0.017    0.017    0.017    0.000    0.000    987.763    987.763    987.763       F T
 19700624 22:35    0.017    0.017    0.017    0.017    0.000    0.000    987.729    987.729    987.729       F T
 19700624 22:40    0.017    0.017    0.017    0.017    0.000    0.000    987.724    987.724    987.724       F T
 19700624 22:45    0.017    0.017    0.017    0.017    0.000    0.000    987.723    987.723    987.723       F T
 19700624 22:50    0.017    0.017    0.017    0.017    0.000    0.000    987.723    987.723    987.723       F T
 19700624 22:55    0.017    0.017    0.017    0.017    0.000    0.000    987.723    987.723    987.723       F T
 19700624 23:00    0.016    0.016    0.016    0.016    0.000    0.000    983.189    983.189    983.189       F T
 19700624 23:05    0.016    0.016    0.016    0.016    0.000    0.000    981.645    981.645    981.645       F T
 19700624 23:10    0.016    0.016    0.016    0.016    0.000    0.000    981.009    981.009    981.009       F T
 19700624 23:15    0.016    0.016    0.016    0.016    0.000    0.000    980.634    980.634    980.634       F T
 19700624 23:20    0.016    0.016    0.016    0.016    0.000    0.000    980.109    980.109    980.109       F T
 19700624 23:25    0.016    0.016    0.016    0.016    0.000    0.000    979.668    979.668    979.668       F T
 19700624 23:30    0.016    0.016    0.016    0.016    0.000    0.000    979.466    979.466    979.466       F T
 19700624 23:35    0.016    0.016    0.016    0.016    0.000    0.000    979.408    979.408    979.408       F T
 19700624 23:40    0.016    0.016    0.016    0.016    0.000    0.000    979.397    979.397    979.397       F T
 19700624 23:45    0.016    0.017    0.016    0.017    0.000    0.000    956.087    956.087    956.087       T T
 19700624 23:50    0.016    0.020    0.016    0.020    0.000    0.000    826.094    826.094    826.094       T T
 19700624 23:55    0.016    0.028    0.016    0.028    0.000    0.000    649.757    649.757    649.757       T T
 19700625 00:00    0.016    0.038    0.016    0.038    0.000    0.000    509.589    509.589    509.589       T T
 19700625 00:05    0.012    0.042    0.012    0.042    0.000    0.000    369.382    369.382    369.382       T T
 19700625 00:10    0.010    0.046    0.010    0.046    0.000    0.000    314.795    314.795    314.795       T T
 19700625 00:15    0.010    0.052    0.010    0.052    0.000    0.000    287.045    287.045    287.045       T T
 19700625 00:20    0.010    0.058    0.010    0.058    0.000    0.000    267.901    267.901    267.901       T T
 19700625 00:25    0.010    0.064    0.010    0.064    0.000    0.000    254.686    254.686    254.686       T T
 19700625 00:30    0.010    0.068    0.010    0.068    0.000    0.000    246.799    246.799    246.799       T T
 19700625 00:35    0.010    0.067    0.010    0.067    0.000    0.000    246.581    246.581    246.581       T T
 19700625 00:40    0.010    0.061    0.010    0.061    0.000    0.000    255.905    255.905    255.905       T T
 19700625 00:45    0.010    0.052    0.010    0.052    0.000    0.000    275.617    275.617    275.617       T T
 19700625 00:50    0.010    0.044    0.010    0.044    0.000    0.000    301.201    301.201    301.201       T T
 19700625 00:55    0.010    0.038    0.010    0.038    0.000    0.000    327.023    327.023    327.023       T T
 19700625 01:00    0.009    0.033    0.009    0.033    0.000    0.000    334.865    334.865    334.865       T T
 19700625 01:05    0.009    0.028    0.009    0.028    0.000    0.000    360.771    360.771    360.771       T T
 19700625 01:10    0.009    0.023    0.009    0.023    0.000    0.000    399.988    399.988    399.988       T T
 19700625 01:15    0.009    0.019    0.009    0.019    0.000    0.000    446.588    446.588    446.588       T T
 19700625 01:20    0.009    0.017    0.009    0.017    0.000    0.000    496.335    496.335    496.335       T T
 19700625 01:25    0.009    0.015    0.009    0.015    0.000    0.000    544.318    544.318    544.318       T T
 19700625 01:30    0.009    0.014    0.009    0.014    0.000    0.000    588.220    588.220    588.220       T T
 19700625 01:35    0.009    0.013    0.009    0.013    0.000    0.000    627.567    627.567    627.567       T T
 19700625 01:40    0.009    0.012    0.009    0.012    0.000    0.000    663.354    663.354    663.354       T T
 19700625 01:45    0.009    0.011    0.009    0.011    0.000    0.000    696.020    696.020    696.020       T T
 19700625 01:50    0.009    0.011    0.009    0.011    0.000    0.000    725.471    725.471    725.471       T T
 19700625 01:55    0.009    0.010    0.009    0.010    0.000    0.000    751.641    751.641    751.641       T T
 19700625 02:00    0.008    0.009    0.008    0.009    0.000    0.000    752.081    752.081    752.081       T T
 19700625 02:05    0.008    0.009    0.008    0.009    0.000    0.000    762.355    762.355    762.355       T T
 19700625 02:10    0.008    0.008    0.008    0.008    0.000    0.000    776.605    776.605    776.605       T T
 19700625 02:15    0.008    0.008    0.008    0.008    0.000    0.000    790.003    790.003    790.003       T T
 19700625 02:20    0.008    0.008    0.008    0.008    0.000    0.000    801.783    801.783    801.783       T T
 19700625 02:25    0.008    0.008    0.008    0.008    0.000    0.000    811.727    811.727    811.727       T T
 19700625 02:30    0.008    0.008    0.008    0.008    0.000    0.000    818.972    818.972    818.972       T T
 19700625 02:35    0.008    0.008    0.008    0.008    0.000    0.000    824.356    824.356    824.356       T T
 19700625 02:40    0.008    0.008    0.008    0.008    0.000    0.000    829.091    829.091    829.091       T T
 19700625 02:45    0.008    0.008    0.008    0.008    0.000    0.000    833.286    833.286    833.286       T T
 19700625 02:50    0.008    0.008    0.008    0.008    0.000    0.000    836.724    836.724    836.724       T T
 19700625 02:55    0.008    0.008    0.008    0.008    0.000    0.000    839.435    839.435    839.435       T T
 19700625 03:00    0.007    0.007    0.007    0.007    0.000    0.000    820.815    820.815    820.815       T T
 19700625 03:05    0.007    0.007    0.007    0.007    0.000    0.000    811.209    811.209    811.209       T T
 19700625 03:10    0.007    0.007    0.007    0.007    0.000    0.000    807.904    807.904    807.904       T T
 19700625 03:15    0.006    0.007    0.006    0.007    0.000    0.000    806.249    806.249    806.249       T T
 19700625 03:20    0.006    0.007    0.006    0.007    0.000    0.000    805.758    805.758    805.758       T T
 19700625 03:25    0.006    0.006    0.006    0.006    0.000    0.000    805.921    805.921    805.921       T T
 19700625 03:30    0.006    0.006    0.006    0.006    0.000    0.000    805.970    805.970    805.970       T T
 19700625 03:35    0.006    0.006    0.006    0.006    0.000    0.000    804.852    804.852    804.852       F T
 19700625 03:40    0.006    0.006    0.006    0.006    0.000    0.000    803.802    803.802    803.802       F T
 19700625 03:45    0.006    0.006    0.006    0.006    0.000    0.000    803.414    803.414    803.414       F T
 19700625 03:50    0.006    0.006    0.006    0.006    0.000    0.000    803.364    803.364    803.364       F T
 19700625 03:55    0.006    0.006    0.006    0.006    0.000    0.000    803.375    803.375    803.375       F T
 19700625 04:00    0.006    0.006    0.006    0.006    0.000    0.000    776.268    776.268    776.268       F T
 19700625 04:05    0.005    0.005    0.005    0.005    0.000    0.000    758.959    758.959    758.959       F T
 19700625 04:10    0.005    0.005    0.005    0.005    0.000    0.000    751.477    751.477    751.477       F T
 19700625 04:15    0.005    0.005    0.005    0.005    0.000    0.000    746.874    746.874    746.874       F T
 19700625 04:20    0.005    0.005    0.005    0.005    0.000    0.000    744.357    744.357    744.357       F T
 19700625 04:25    0.005    0.005    0.005    0.005    0.000    0.000    743.333    743.333    743.333       F T
 19700625 04:30    0.005    0.005    0.005    0.005    0.000    0.000    742.994    742.994    742.994       F T
 19700625 04:35    0.005    0.005    0.005    0.005    0.000    0.000    741.932    741.932    741.932       F T
 19700625 04:40    0.005    0.005    0.005    0.005    0.000    0.000    739.824    739.824    739.824       F T
 19700625 04:45    0.005    0.005    0.005    0.005    0.000    0.000    738.150    738.150    738.150       F T
 19700625 04:50    0.005    0.005    0.005    0.005    0.000    0.000    737.431    737.431    737.431       F T
 19700625 04:55    0.005    0.005    0.005    0.005    0.000    0.000    737.238    737.238    737.238       F T
 19700625 05:00    0.006    0.006    0.006    0.006    0.000    0.000    768.229    768.229    768.229       F T
 19700625 05:05    0.007    0.007    0.007    0.007    0.000    0.000    784.788    784.788    784.788       F T
 19700625 05:10    0.007    0.007    0.007    0.007    0.000    0.000    792.673    792.673    792.673       F T
 19700625 05:15    0.007    0.007    0.007    0.007    0.000    0.000    798.126    798.126    798.126       F T
 19700625 05:20    0.007    0.007    0.007    0.007    0.000    0.000    801.003    801.003    801.003       F T
 19700625 05:25    0.007    0.007    0.007    0.007    0.000    0.000    802.123    802.123    802.123       F T
 19700625 05:30    0.007    0.007    0.007    0.007    0.000    0.000    806.044    806.044    806.044       F T
 19700625 05:35    0.007    0.007    0.007    0.007    0.000    0.000    810.496    810.496    810.496       F T
 19700625 05:40    0.007    0.007    0.007    0.007    0.000    0.000    812.909    812.909    812.909       F T
 19700625 05:45    0.007    0.007    0.007    0.007    0.000    0.000    813.695    813.695    813.695       F T
 19700625 05:50    0.007    0.007    0.007    0.007    0.000    0.000    813.865    813.865    813.865       F T
 19700625 05:55    0.007    0.007    0.007    0.007    0.000    0.000    813.891    813.891    813.891       F T
 19700625 06:00    0.010    0.010    0.010    0.010    0.000    0.000    870.447    870.447    870.447       F T
 19700625 06:05    0.010    0.010    0.010    0.010    0.000    0.000    891.105    891.105    891.105       F T
 19700625 06:10    0.011    0.011    0.011    0.011    0.000    0.000    899.163    899.163    899.163       F T
 19700625 06:15    0.011    0.011    0.011    0.011    0.000    0.000    903.997    903.997    903.997       F T
 19700625 06:20    0.011    0.011    0.011    0.011    0.000    0.000    909.544    909.544    909.544       F T
 19700625 06:25    0.011    0.011    0.011    0.011    0.000    0.000    915.771    915.771    915.771       F T
 19700625 06:30    0.011    0.011    0.011    0.011    0.000    0.000    919.442    919.442    919.442       F T
 19700625 06:35    0.011    0.011    0.011    0.011    0.000    0.000    920.709    920.709    920.709       F T
 19700625 06:40    0.011    0.011    0.011    0.011    0.000    0.000    920.994    920.994    920.994       F T
 19700625 06:45    0.011    0.011    0.011    0.011    0.000    0.000    921.039    921.039    921.039       F T
 19700625 06:50    0.011    0.011    0.011    0.011    0.000    0.000    921.044    921.044    921.044       F T
 19700625 06:55    0.011    0.011    0.011    0.011    0.000    0.000    921.044    921.044    921.044       F T
 19700625 07:00    0.013    0.013    0.013    0.013    0.000    0.000    939.774    939.774    939.774       F T
 19700625 07:05    0.013    0.013    0.013    0.013    0.000    0.000    946.377    946.377    946.377       F T
 19700625 07:10    0.013    0.013    0.013    0.013    0.000    0.000    949.059    949.059    949.059       F T
 19700625 07:15    0.013    0.013    0.013    0.013    0.000    0.000    950.856    950.856    950.856       F T
 19700625 07:20    0.013    0.013    0.013    0.013    0.000    0.000    953.388    953.388    953.388       F T
 19700625 07:25    0.013    0.013    0.013    0.013    0.000    0.000    955.120    955.120    955.120       F T
 19700625 07:30    0.013    0.013    0.013    0.013    0.000    0.000    955.765    955.765    955.765       F T
 19700625 07:35    0.013    0.013    0.013    0.013    0.000    0.000    955.918    955.918    955.918       F T
 19700625 07:40    0.013    0.013    0.013    0.013    0.000    0.000    955.943    955.943    955.943       F T
 19700625 07:45    0.013    0.013    0.013    0.013    0.000    0.000    955.946    955.946    955.946       F T
 19700625 07:50    0.013    0.013    0.013    0.013    0.000    0.000    955.947    955.947    955.947       F T
 19700625 07:55    0.013    0.013    0.013    0.013    0.000    0.000    955.946    955.946    955.946       F T
 19700625 08:00    0.018    0.018    0.018    0.018    0.000    0.000    984.562    984.562    984.562       F T
 19700625 08:05    0.019    0.019    0.019    0.019    0.000    0.000    992.045    992.045    992.045       F T
 19700625 08:10    0.019    0.019    0.019    0.019    0.000    0.000    994.389    994.389    994.389       F T
 19700625 08:15    0.019    0.019    0.019    0.019    0.000    0.000    996.836    996.836    996.836       F T
 19700625 08:20    0.019    0.019    0.019    0.019    0.000    0.000    998.857    998.857    998.857       F T
 19700625 08:25    0.019    0.019    0.019    0.019    0.000    0.000    999.813    999.813    999.813       F T
 19700625 08:30    0.019    0.019    0.019    0.019    0.000    0.000   1000.099   1000.099   1000.099       F T
 19700625 08:35    0.019    0.019    0.019    0.019    0.000    0.000   1000.159   1000.159   1000.159       F T
 19700625 08:40    0.019    0.019    0.019    0.019    0.000    0.000   1000.168   1000.168   1000.168       F T
 19700625 08:45    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 08:50    0.019    0.019    0.019    0.019    0.000    0.000   1000.170   1000.170   1000.170       F T
 19700625 08:55    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:00    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:05    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:10    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:15    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:20    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:25    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:30    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:35    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:40    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:45    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:50    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 09:55    0.019    0.019    0.019    0.019    0.000    0.000   1000.169   1000.169   1000.169       F T
 19700625 10:00    0.017    0.017    0.017    0.017    0.000    0.000    987.954    987.954    987.954       F T
 19700625 10:05    0.016    0.016    0.016    0.016    0.000    0.000    983.289    983.289    983.289       F T
 19700625 10:10    0.016    0.016    0.016    0.016    0.000    0.000    981.473    981.473    981.473       F T
 19700625 10:15    0.016    0.016    0.016    0.016    0.000    0.000    980.112    980.112    980.112       F T
 19700625 10:20    0.016    0.016    0.016    0.016    0.000    0.000    978.756    978.756    978.756       F T
 19700625 10:25    0.016    0.016    0.016    0.016    0.000    0.000    977.972    977.972    977.972       F T
 19700625 10:30    0.016    0.016    0.016    0.016    0.000    0.000    977.703    977.703    977.703       F T
 19700625 10:35    0.016    0.016    0.016    0.016    0.000    0.000    977.641    977.641    977.641       F T
 19700625 10:40    0.016    0.016    0.016    0.016    0.000    0.000    977.631    977.631    977.631       F T
 19700625 10:45    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 10:50    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 10:55    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:00    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:05    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:10    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:15    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:20    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:25    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:30    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:35    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:40    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:45    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:50    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 11:55    0.016    0.016    0.016    0.016    0.000    0.000    977.630    977.630    977.630       F T
 19700625 12:00    0.015    0.015    0.015    0.015    0.000    0.000    972.084    972.084    972.084       F T
 19700625 12:05    0.015    0.015    0.015    0.015    0.000    0.000    970.033    970.033    970.033       F T
 19700625 12:10    0.015    0.015    0.015    0.015    0.000    0.000    969.263    969.263    969.263       F T
 19700625 12:15    0.015    0.015    0.015    0.015    0.000    0.000    968.746    968.746    968.746       F T
 19700625 12:20    0.015    0.015    0.015    0.015    0.000    0.000    968.180    968.180    968.180       F T
 19700625 12:25    0.015    0.015    0.015    0.015    0.000    0.000    967.830    967.830    967.830       F T
 19700625 12:30    0.015    0.015    0.015    0.015    0.000    0.000    967.705    967.705    967.705       F T
 19700625 12:35    0.015    0.015    0.015    0.015    0.000    0.000    967.676    967.676    967.676       F T
 19700625 12:40    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 12:45    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 12:50    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 12:55    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:00    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:05    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:10    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:15    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:20    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:25    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:30    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:35    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:40    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:45    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:50    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 13:55    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:00    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:05    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:10    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:15    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:20    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:25    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:30    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:35    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:40    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:45    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:50    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 14:55    0.015    0.015    0.015    0.015    0.000    0.000    967.671    967.671    967.671       F T
 19700625 15:00    0.013    0.013    0.013    0.013    0.000    0.000    954.123    954.123    954.123       F T
 19700625 15:05    0.012    0.012    0.012    0.012    0.000    0.000    948.460    948.460    948.460       F T
 19700625 15:10    0.012    0.012    0.012    0.012    0.000    0.000    946.228    946.228    946.228       F T
 19700625 15:15    0.012    0.012    0.012    0.012    0.000    0.000    945.047    945.047    945.047       F T
 19700625 15:20    0.012    0.012    0.012    0.012    0.000    0.000    943.543    943.543    943.543       F T
 19700625 15:25    0.012    0.012    0.012    0.012    0.000    0.000    942.480    942.480    942.480       F T
 19700625 15:30    0.012    0.012    0.012    0.012    0.000    0.000    942.067    942.067    942.067       F T
 19700625 15:35    0.012    0.012    0.012    0.012    0.000    0.000    941.964    941.964    941.964       F T
 19700625 15:40    0.012    0.094    0.012    0.094    0.000    0.000    211.335    211.335    211.335       T T
 19700625 15:45    0.012    0.347    0.012    0.226    0.000    0.121    151.561    151.561    151.561       T T
 19700625 15:50    0.012    0.868    0.012    0.235    0.000    0.633    140.053    140.053    140.053       T T
 19700625 15:55    0.012    1.528    0.012    0.247    0.000    1.281    136.055    136.055    136.055       T T
 19700625 16:00    0.012    1.852    0.012    0.253    0.000    1.599    134.350    134.350    134.350       T T
 19700625 16:05    0.012    1.614    0.012    0.249    0.000    1.365    133.710    133.710    133.710       T T
 19700625 16:10    0.012    1.096    0.012    0.239    0.000    0.857    133.972    133.972    133.972       T T
 19700625 16:15    0.012    0.640    0.012    0.230    0.000    0.409    135.471    135.471    135.471       T T
 19700625 16:20    0.012    0.360    0.012    0.226    0.000    0.134    138.797    138.797    138.797       T T
 19700625 16:25    0.012    0.223    0.012    0.217    0.000    0.007    143.822    143.822    143.822       T T
 19700625 16:30    0.012    0.164    0.012    0.164    0.000    0.000    149.059    149.059    149.059       T T
 19700625 16:35    0.012    0.137    0.012    0.137    0.000    0.000    153.375    153.375    153.375       T T
 19700625 16:40    0.012    0.123    0.012    0.123    0.000    0.000    156.990    156.990    156.990       T T
 19700625 16:45    0.012    0.112    0.012    0.112    0.000    0.000    160.569    160.569    160.569       T T
 19700625 16:50    0.012    0.103    0.012    0.103    0.000    0.000    163.034    163.034    163.034       T T
 19700625 16:55    0.012    0.097    0.012    0.097    0.000    0.000    163.418    163.418    163.418       T T
 19700625 17:00    0.014    0.092    0.014    0.092    0.000    0.000    163.811    163.811    163.811       T T
 19700625 17:05    0.014    0.088    0.014    0.088    0.000    0.000    164.927    164.927    164.927       T T
 19700625 17:10    0.014    0.084    0.014    0.084    0.000    0.000    167.006    167.006    167.006       T T
 19700625 17:15    0.014    0.080    0.014    0.080    0.000    0.000    170.379    170.379    170.379       T T
 19700625 17:20    0.014    0.076    0.014    0.076    0.000    0.000    175.161    175.161    175.161       T T
 19700625 17:25    0.014    0.072    0.014    0.072    0.000    0.000    181.317    181.317    181.317       T T
 19700625 17:30    0.014    0.069    0.014    0.069    0.000    0.000    188.774    188.774    188.774       T T
 19700625 17:35    0.014    0.066    0.014    0.066    0.000    0.000    197.222    197.222    197.222       T T
 19700625 17:40    0.014    0.063    0.014    0.063    0.000    0.000    206.450    206.450    206.450       T T
 19700625 17:45    0.014    0.060    0.014    0.060    0.000    0.000    216.384    216.384    216.384       T T
 19700625 17:50    0.014    0.058    0.014    0.058    0.000    0.000    226.959    226.959    226.959       T T
 19700625 17:55    0.014    0.056    0.014    0.056    0.000    0.000    238.071    238.071    238.071       T T
 19700625 18:00    0.019    0.054    0.019    0.054    0.000    0.000    256.148    256.148    256.148       T T
 19700625 18:05    0.021    0.053    0.021    0.053    0.000    0.000    276.326    276.326    276.326       T T
 19700625 18:10    0.021    0.052    0.021    0.052    0.000    0.000    293.898    293.898    293.898       T T
 19700625 18:15    0.021    0.050    0.021    0.050    0.000    0.000    309.952    309.952    309.952       T T
 19700625 18:20    0.021    0.049    0.021    0.049    0.000    0.000    325.605    325.605    325.605       T T
