  *WEL.ASC - BEK                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Becken : BEK             
  
 Datum_Zeit                  Qtzu             Qzu           Qtab1            Qab1          QabKue          QabBue          WSPABS          WSPREL          VolBek            O2zu           O2Bek           O2ab1           O2ab2           CSBzu          CSBBek          CSBab1          CSBab2           BSBzu          BSBBEK          BSBab1          BSBab2           NH4zu          NH4Bek          NH4ab1          NH4ab2             Tzu            TBek            Tab1            Tab2            pHzu           pHBEK           pHab1           pHab2           ALKzu          ALKBek          ALKab1          ALKab2           SICzu          SICBek          SICab1          SICab2             SSL  G  S
 -                          cbm/s           cbm/s           cbm/s           cbm/s           cbm/s           cbm/s             mNN               m          Tsdcbm            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l              °C              °C              °C              °C               -               -               -               -          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l              kg  -  -
   19700627 14:20         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:25         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:30         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:35         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:40         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:45         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:50         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 14:55         0.00058         0.00058         0.00058         0.00058         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       953.42926         0.00000       953.42926         0.00000       433.37689         0.00000       433.37689         0.00000        34.67015         0.00000        34.67015         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:00         0.00052         0.00052         0.00052         0.00052         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       938.25409         0.00000       938.25409         0.00000       426.47913         0.00000       426.47913         0.00000        34.11832         0.00000        34.11832         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:05         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.72113         0.00000       932.72113         0.00000       423.96417         0.00000       423.96417         0.00000        33.91713         0.00000        33.91713         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:10         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34857         0.00000       932.34857         0.00000       423.79486         0.00000       423.79486         0.00000        33.90358         0.00000        33.90358         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:15         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34418         0.00000       932.34418         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:20         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:25         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:30         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:35         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:40         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:45         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:50         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 15:55         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:00         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:05         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:10         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:15         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:20         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:25         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:30         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:35         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:40         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:45         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:50         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 16:55         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       932.34412         0.00000       932.34412         0.00000       423.79288         0.00000       423.79288         0.00000        33.90342         0.00000        33.90342         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:00         0.00054         0.00054         0.00054         0.00054         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       941.19348         0.00000       941.19348         0.00000       427.81528         0.00000       427.81528         0.00000        34.22522         0.00000        34.22522         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:05         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       943.98975         0.00000       943.98975         0.00000       429.08630         0.00000       429.08630         0.00000        34.32690         0.00000        34.32690         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:10         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15710         0.00000       944.15710         0.00000       429.16235         0.00000       429.16235         0.00000        34.33298         0.00000        34.33298         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:15         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:20         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:25         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:30         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:35         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:40         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:45         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:50         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 17:55         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       944.15894         0.00000       944.15894         0.00000       429.16318         0.00000       429.16318         0.00000        34.33305         0.00000        34.33305         0.00000        16.62499         0.00000        16.62499         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:00         0.00067         0.00067         0.00067         0.00067         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       970.69287         0.00000       970.69287         0.00000       441.22397         0.00000       441.22397         0.00000        35.29792         0.00000        35.29792         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:05         0.00069         0.00069         0.00069         0.00069         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.37762         0.00000       977.37762         0.00000       444.26248         0.00000       444.26248         0.00000        35.54100         0.00000        35.54100         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:10         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73480         0.00000       977.73480         0.00000       444.42493         0.00000       444.42493         0.00000        35.55400         0.00000        35.55400         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:15         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73895         0.00000       977.73895         0.00000       444.42679         0.00000       444.42679         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:20         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:25         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:30         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:35         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:40         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:45         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:50         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 18:55         0.00070         0.00070         0.00070         0.00070         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       977.73889         0.00000       977.73889         0.00000       444.42676         0.00000       444.42676         0.00000        35.55414         0.00000        35.55414         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 19:00         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       982.72058         0.00000       982.72058         0.00000       446.69116         0.00000       446.69116         0.00000        35.73530         0.00000        35.73530         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 19:05         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       984.06525         0.00000       984.06525         0.00000       447.30234         0.00000       447.30234         0.00000        35.78419         0.00000        35.78419         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700627 19:10         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       984.14307         0.00000       984.14307         0.00000       447.33777         0.00000       447.33777         0.00000        35.78702         0.00000        35.78702         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
