  *WEL.ASC - FKA                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Flaeche: FKA             
  
   Datum   Zeit    VP    VW  Svab   hvu  PSIu  SUM(hN)     hN  hNeffb  hNeffu    Qtrab      Qab    QabVG    QabUB   CSab(3)
     -      -    mm/d    mm    mm    mm     -      mm      mm      mm      mm    cbm/s    cbm/s    cbm/s    cbm/s      mg/l
 19700626 04:40  1.00  25.8  0.25  5.51  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700626 04:45  1.00  25.8  0.24  5.51  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700626 04:50  1.00  25.8  0.24  5.51  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700626 04:55  1.00  25.8  0.24  5.51  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700626 05:00  1.33  25.8  0.23  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:05  1.33  25.8  0.23  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:10  1.33  25.8  0.22  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:15  1.33  25.8  0.22  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:20  1.33  25.8  0.22  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:25  1.33  25.8  0.21  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:30  1.33  25.8  0.21  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:35  1.33  25.8  0.20  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:40  1.33  25.8  0.20  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:45  1.33  25.8  0.19  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:50  1.33  25.8  0.19  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 05:55  1.33  25.8  0.18  5.51  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700626 06:00  1.83  25.8  0.18  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:05  1.83  25.8  0.17  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:10  1.83  25.8  0.17  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:15  1.83  25.8  0.16  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:20  1.83  25.8  0.15  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:25  1.83  25.8  0.15  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:30  1.83  25.8  0.14  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:35  1.83  25.8  0.13  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:40  1.83  25.8  0.13  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:45  1.83  25.8  0.12  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:50  1.83  25.8  0.11  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 06:55  1.83  25.8  0.11  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700626 07:00  2.16  25.8  0.10  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:05  2.16  25.8  0.09  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:10  2.16  25.8  0.09  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:15  2.16  25.8  0.08  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:20  2.16  25.8  0.07  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:25  2.16  25.8  0.06  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:30  2.16  25.8  0.06  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:35  2.16  25.8  0.05  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:40  2.16  25.8  0.04  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:45  2.16  25.8  0.03  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:50  2.16  25.8  0.03  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 07:55  2.16  25.8  0.02  5.51  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700626 08:00  2.49  25.8  0.01  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:05  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:10  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:15  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:20  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:25  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:30  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:35  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:40  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:45  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:50  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 08:55  2.49  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:00  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:05  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:10  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:15  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:20  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:25  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:30  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:35  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:40  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:45  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:50  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 09:55  3.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700626 10:00  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:05  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:10  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:15  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:20  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:25  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:30  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:35  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:40  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:45  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:50  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 10:55  4.99  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:00  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:05  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:10  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:15  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:20  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:25  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:30  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:35  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:40  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:45  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:50  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 11:55  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700626 12:00  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:05  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:10  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:15  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:20  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:25  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:30  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:35  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:40  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:45  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:50  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 12:55  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:00  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:05  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:10  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:15  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:20  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:25  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:30  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:35  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:40  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:45  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:50  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 13:55  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700626 14:00  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:05  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:10  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:15  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:20  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:25  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:30  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:35  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:40  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:45  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:50  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 14:55  6.65  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:00  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:05  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:10  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:15  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:20  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:25  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:30  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:35  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:40  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:45  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:50  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 15:55  6.48  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700626 16:00  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:05  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:10  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:15  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:20  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:25  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:30  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:35  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:40  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:45  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:50  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 16:55  5.98  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700626 17:00  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:05  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:10  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:15  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:20  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:25  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:30  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:35  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:40  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700626 17:45  5.32  25.8  0.00  5.51  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
