  Ermittelte Wasserstände für die Pegelpunkte 
  ------------------------------------------- 
           Punktnummern (ID Nr. der  Nodes des Berechnungsnetzes )
          812952   812956   814261
 
  Zeit [h]  Wasserstand [m ü NN]  
 -----------------------------------------------------------------------------------------
 
   68.2500   32.896   32.892   32.876
   68.5000   32.896   32.892   32.876
   68.7500   32.896   32.892   32.876
   69.0000   32.896   32.892   32.876
   69.2500   32.896   32.892   32.876
   69.5000   32.896   32.892   32.876
   69.7500   32.896   32.892   32.876
   70.0000   32.896   32.892   32.876
   70.2500   32.896   32.892   32.876
   70.5000   32.896   32.892   32.876
   70.7500   32.896   32.892   32.876
   71.0000   32.896   32.892   32.876
   71.2500   32.896   32.892   32.876
   71.5000   32.896   32.892   32.876
   71.7500   32.896   32.892   32.876
   72.0000   32.896   32.892   32.876
   72.2500   32.896   32.892   32.876
   72.5000   32.896   32.892   32.876
   72.7500   32.896   32.892   32.876
   73.0000   32.896   32.892   32.876
   73.2500   32.896   32.892   32.876
   73.5000   32.896   32.892   32.876
   73.7500   32.896   32.892   32.876
   74.0000   32.896   32.892   32.876
   74.2500   32.897   32.892   32.876
   74.5000   32.897   32.892   32.876
   74.7500   32.897   32.892   32.876
   75.0000   32.897   32.892   32.876
   75.2500   32.897   32.892   32.876
   75.5000   32.897   32.892   32.876
   75.7500   32.897   32.892   32.876
   76.0000   32.897   32.892   32.876
   76.2500   32.897   32.892   32.876
   76.5000   32.897   32.892   32.876
   76.7500   32.897   32.892   32.876
   77.0000   32.897   32.892   32.876
   77.2500   32.897   32.892   32.876
   77.5000   32.897   32.892   32.876
   77.7500   32.897   32.892   32.876
   78.0000   32.897   32.892   32.876
   78.2500   32.897   32.892   32.876
   78.5000   32.897   32.892   32.876
   78.7500   32.897   32.892   32.876
   79.0000   32.897   32.892   32.876
   79.2500   32.897   32.892   32.876
   79.5000   32.897   32.892   32.876
   79.7500   32.897   32.892   32.876
   80.0000   32.897   32.892   32.876
   80.2500   32.897   32.892   32.876
   80.5000   32.897   32.892   32.876
   80.7500   32.897   32.892   32.876
   81.0000   32.897   32.892   32.876
   81.2500   32.897   32.892   32.876
   81.5000   32.897   32.892   32.876
   81.7500   32.897   32.892   32.876
   82.0000   32.897   32.892   32.876
   82.2500   32.897   32.892   32.876
   82.5000   32.897   32.892   32.876
   82.7500   32.897   32.892   32.876
   83.0000   32.897   32.892   32.876
   83.2500   32.897   32.892   32.876
   83.5000   32.897   32.892   32.876
   83.7500   32.897   32.892   32.876
   84.0000   32.897   32.892   32.876
   84.2500   32.897   32.892   32.876
   84.5000   32.897   32.892   32.876
   84.7500   32.897   32.892   32.876
   85.0000   32.897   32.892   32.876
   85.2500   32.897   32.892   32.876
   85.5000   32.897   32.892   32.876
   85.7500   32.897   32.892   32.876
   86.0000   32.897   32.892   32.876
   86.2500   32.897   32.892   32.876
   86.5000   32.897   32.892   32.876
   86.7500   32.897   32.892   32.876
   87.0000   32.897   32.892   32.876
   87.2500   32.897   32.892   32.876
   87.5000   32.897   32.892   32.876
   87.7500   32.897   32.892   32.876
   88.0000   32.897   32.892   32.876
   88.2500   32.897   32.892   32.876
   88.5000   32.897   32.892   32.876
   88.7500   32.897   32.892   32.876
   89.0000   32.897   32.892   32.876
   89.2500   32.897   32.892   32.876
   89.5000   32.897   32.892   32.876
   89.7500   32.897   32.892   32.876
   90.0000   32.897   32.892   32.876
   90.2500   32.897   32.892   32.876
   90.5000   32.897   32.892   32.876
   90.7500   32.897   32.892   32.876
   91.0000   32.897   32.892   32.876
   91.2500   32.897   32.892   32.876
   91.5000   32.897   32.892   32.876
   91.7500   32.897   32.892   32.876
   92.0000   32.897   32.892   32.876
   92.2500   32.897   32.892   32.876
   92.5000   32.897   32.892   32.876
   92.7500   32.897   32.892   32.876
   93.0000   32.897   32.892   32.876
   93.2500   32.897   32.892   32.876
