SWMM5 LID Report File

Project:  
LID Unit: BC1 in Subcatchment S_BC

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    mm/hr	    mm/hr	    mm/hr	    mm/hr	    mm/hr	    mm/hr	    mm/hr	    mm/hr	       mm	       mm	  Content	       mm
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 03/10/2018 04:25:00	 1564.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 04:30:00	 1564.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 04:35:00	 1564.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 04:40:00	 1564.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 04:45:00	 1564.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 04:50:00	 1564.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 04:55:00	 1564.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:00:00	 1565.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:05:00	 1565.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:10:00	 1565.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:15:00	 1565.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:20:00	 1565.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:25:00	 1565.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:30:00	 1565.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:35:00	 1565.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:40:00	 1565.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:45:00	 1565.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:50:00	 1565.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 05:55:00	 1565.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:00:00	 1566.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:05:00	 1566.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:10:00	 1566.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:15:00	 1566.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:20:00	 1566.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:25:00	 1566.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:30:00	 1566.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:35:00	 1566.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:40:00	 1566.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:45:00	 1566.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:50:00	 1566.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 06:55:00	 1566.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:00:00	 1567.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:05:00	 1567.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:10:00	 1567.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:15:00	 1567.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:20:00	 1567.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:25:00	 1567.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:30:00	 1567.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:35:00	 1567.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:40:00	 1567.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:45:00	 1567.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:50:00	 1567.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 07:55:00	 1567.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:00:00	 1568.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:05:00	 1568.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:10:00	 1568.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:15:00	 1568.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:20:00	 1568.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:25:00	 1568.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:30:00	 1568.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:35:00	 1568.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:40:00	 1568.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:45:00	 1568.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:50:00	 1568.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 08:55:00	 1568.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:00:00	 1569.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:05:00	 1569.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:10:00	 1569.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:15:00	 1569.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:20:00	 1569.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:25:00	 1569.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:30:00	 1569.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:35:00	 1569.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:40:00	 1569.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:45:00	 1569.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:50:00	 1569.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 09:55:00	 1569.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:00:00	 1570.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:05:00	 1570.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:10:00	 1570.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:15:00	 1570.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:20:00	 1570.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:25:00	 1570.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:30:00	 1570.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:35:00	 1570.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:40:00	 1570.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:45:00	 1570.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:50:00	 1570.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 10:55:00	 1570.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:00:00	 1571.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:05:00	 1571.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:10:00	 1571.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:15:00	 1571.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:20:00	 1571.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:25:00	 1571.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:30:00	 1571.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:35:00	 1571.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:40:00	 1571.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:45:00	 1571.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:50:00	 1571.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 11:55:00	 1571.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:00:00	 1572.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:05:00	 1572.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:10:00	 1572.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:15:00	 1572.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:20:00	 1572.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:25:00	 1572.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:30:00	 1572.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:35:00	 1572.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:40:00	 1572.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:45:00	 1572.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:50:00	 1572.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 12:55:00	 1572.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:00:00	 1573.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:05:00	 1573.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:10:00	 1573.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:15:00	 1573.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:20:00	 1573.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:25:00	 1573.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:30:00	 1573.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:35:00	 1573.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:40:00	 1573.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:45:00	 1573.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:50:00	 1573.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 13:55:00	 1573.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 14:00:00	 1574.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 14:05:00	 1574.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 14:10:00	 1574.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 14:15:00	 1574.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.174	  511.344
 03/10/2018 14:20:00	 1574.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:25:00	 1574.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:30:00	 1574.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:35:00	 1574.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:40:00	 1574.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:45:00	 1574.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:50:00	 1574.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 14:55:00	 1574.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:00:00	 1575.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:05:00	 1575.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:10:00	 1575.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:15:00	 1575.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:20:00	 1575.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:25:00	 1575.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:30:00	 1575.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:35:00	 1575.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:40:00	 1575.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:45:00	 1575.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:50:00	 1575.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 15:55:00	 1575.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:00:00	 1576.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:05:00	 1576.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:10:00	 1576.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:15:00	 1576.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:20:00	 1576.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:25:00	 1576.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:30:00	 1576.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:35:00	 1576.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:40:00	 1576.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:45:00	 1576.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:50:00	 1576.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 16:55:00	 1576.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:00:00	 1577.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:05:00	 1577.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:10:00	 1577.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:15:00	 1577.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:20:00	 1577.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:25:00	 1577.417	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:30:00	 1577.500	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:35:00	 1577.583	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:40:00	 1577.667	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:45:00	 1577.750	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:50:00	 1577.833	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 17:55:00	 1577.917	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 18:00:00	 1578.000	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 18:05:00	 1578.083	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 18:10:00	 1578.167	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 18:15:00	 1578.250	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
 03/10/2018 18:20:00	 1578.333	    0.000	   0.0404	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.173	  511.344
